url,label,num_script,num_form,num_iframe,num_links,num_external_links,num_hidden_inputs,num_password_inputs,external_form_action,right_click_disabled,popup_window,eval_js_count,url_length,has_https,page_accessible,having_ip_address,count_dots,count_hyphen,count_at_symbol,count_question_mark,count_equal,count_http,count_https,path_length,subdomain_length,url_entropy,url_shortener,domain_age,dns_record_exists,ssl_certificate_valid
https://kutt.it/zym4Pm,1,3,0,0,11,3,0,0,0,0,0,0,22,1,1,0,1,0,0,0,0,1,1,7,0,3.6246803469736473,1,-1,1,1
https://wetgiw.gov.pl,0,7,3,0,149,1,4,0,0,0,0,0,21,1,1,0,2,0,0,0,0,1,1,0,0,3.6897037321995474,0,-1,1,1
https://new.express.adobe.com/webpage/fSl09Z2BCN3ag,1,24,0,0,0,0,0,0,0,0,0,0,51,1,1,0,3,0,0,0,0,1,1,22,11,4.642438577011089,0,-1,1,1
https://docs.google.com/presentation/d/e/2PACX-1vTpmz-89iTjVRkvz57RpEDZBsDdFa1o99cRbA1i1_ZjlnaELshaYFYNuffw4gS2bb4Chzgl2I-Rez8l/pub?start=false&amp;loop=false&amp;delayms=3000&amp;pli=1&amp;slide=id.p,1,21,0,0,0,0,0,0,0,0,0,0,200,1,1,0,3,3,0,1,5,1,1,108,4,5.463367880694706,0,-1,1,1
https://raspcs.pl,0,0,0,0,3,2,0,0,0,0,0,0,17,1,1,0,1,0,0,0,0,1,1,0,0,3.2927701939369904,0,-1,1,1
https://us4.campaign-archive.com/?u=c09f0e2c6267bb760baaddc4b&id=7b9e801987,1,2,0,0,58,54,0,0,0,0,0,0,75,1,1,0,2,1,0,1,2,1,1,1,3,4.825373610946796,0,-1,1,1
https://pub-a7c48054614f4e3c9ee304ba9fc1ea25.r2.dev/index.html,1,7,5,0,2,0,0,90,0,0,0,0,62,1,1,0,3,1,0,0,0,1,1,11,36,4.778489004103312,0,-1,1,1
https://www.portalvivoligado.com.br/_sys/vivo-ligado-login/?redirect=Lw==,1,0,0,0,0,0,0,0,0,0,0,0,73,1,1,0,3,2,0,1,3,1,1,24,3,4.500780381535526,0,-1,1,1
https://jesusmariesimbock.com/zeal.php,1,0,0,0,0,0,0,0,0,0,0,0,38,1,1,0,2,0,0,0,0,1,1,9,0,4.168465671110589,0,-1,1,1
https://portaly.cc/Bobmsn,1,76,0,1,3,0,0,0,0,0,0,0,25,1,1,0,1,0,0,0,0,1,1,7,0,3.9434651896016466,0,-1,1,1
https://wirewax.video,0,8,0,1,0,0,0,0,0,0,0,0,21,1,1,0,1,0,0,0,0,1,1,0,0,3.9161269465882835,0,-1,1,1
https://pub-9faa40df2f0b43a9b8e8648575f94760.r2.dev/english.html#YWJ1c2VAb3B0dXNuZXQuY29t,1,7,1,0,0,0,5,1,0,0,0,0,89,1,1,0,3,1,0,0,0,1,1,13,36,5.216867138637099,0,-1,1,1
https://heishiwan.com/www.aeon.co.jp/,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,1,0,0,4,0,0,0,0,1,1,16,0,3.871351338484979,0,-1,0,0
https://tbaytlmainserver.weebly.com/,1,27,1,0,8,0,5,0,0,0,0,0,36,1,1,0,2,0,0,0,0,1,1,1,16,4.148955904159993,0,-1,1,1
https://mein-intra.net,0,61,1,0,50,13,2,0,1,0,0,0,22,1,1,0,1,1,0,0,0,1,1,0,0,3.606936732175321,0,-1,1,0
https://ipfs.best-practice.se/ipfs/bafybeigd7fun3gacdiroa66puvsej5o7ahrlu6pdnw4z7nuycef4sfrmfm,1,0,0,0,0,0,0,0,0,0,0,0,94,1,1,0,2,1,0,0,0,1,1,65,4,4.73207568809092,0,-1,1,1
http://43.159.37.67/v3/signin/identifier?dsh=S1544056343%3A1679335279415643&amp%3Bfollowup=https%3A%2F%2Faccounts.google.com%2F%3F&amp%3Bifkv=AWnogHezA6Vj1YmlQ_-wd782qFN5BbJey79rUjJ1ciIpMG2JcfYrzipi9G3RbLhtpc_muol7O9v-uQ&amp%3Bpassive=1209600&amp%3Bxrealip=107.178.232.242&continue=https%3A%2F%2Faccounts.google.com%2F%3F&xrealip=107.21.207.171&flowName=WebLiteSignIn&flowEntry=ServiceLogin&ifkv=AWnogHeyRwNQVh7YGYSxxFexKH5W4qsThjSNemJRcuznoNdlPcFmRI0zXvmhShZfKMjCeMQU1dWrrw,1,6,2,0,6,4,6,1,0,0,0,4,474,0,1,1,13,2,0,1,10,3,2,21,0,5.736268560407381,0,-1,1,0
https://sharkmob.cloud,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,1,0,0,1,0,0,0,0,1,1,0,0,4.004886164091842,0,-1,0,0
http://aoringgood.freehost.io/Mellat/?meli=09136163368,1,0,0,0,0,0,0,0,0,0,0,0,54,0,1,0,2,0,0,1,1,1,0,8,10,4.5210136043284574,0,-1,1,0
https://cbpwt4.webwave.dev/,1,4,0,0,0,0,2,0,0,0,0,0,27,1,1,0,2,0,0,0,0,1,1,1,6,3.7541634277688813,0,-1,1,1
https://www.ayniplast.pe/,1,33,2,1,59,12,2,0,0,0,0,0,25,1,1,0,2,0,0,0,0,1,1,1,3,3.643074189428569,0,-1,1,1
https://hivestack.com,0,34,0,1,62,55,0,0,0,0,0,0,21,1,1,0,1,0,0,0,0,1,1,0,0,3.7849418274376423,0,-1,1,1
https://115jilipark.vip,0,6,0,0,0,0,0,0,0,0,0,0,23,1,1,0,1,0,0,0,0,1,1,0,0,3.8492239123906256,0,-1,1,1
https://docs.google.com/presentation/d/1EQyK9MaiHCxeVBgLOuj7LHyl4-OLtGN17Z4-wZ6iL9I/pub?start=false&amp;loop=false&amp;delayms=3000,1,21,0,0,0,0,0,0,0,0,0,0,131,1,1,0,2,2,0,1,3,1,1,64,4,5.310792559983448,0,-1,1,1
https://easyxtubes.com,0,29,0,0,210,16,0,0,0,0,0,1,22,1,1,0,1,0,0,0,0,1,1,0,0,3.8453509366224354,0,-1,1,1
https://sitecom.com,0,15,4,1,101,2,62,0,0,0,0,0,19,1,1,0,1,0,0,0,0,1,1,0,0,3.4713544870139295,0,-1,1,1
https://huobbi.webflow.io/,1,3,0,0,0,0,0,0,0,0,0,0,26,1,1,0,2,0,0,0,0,1,1,1,6,3.7671834678914613,0,-1,1,1
https://donbosco.edu.ec,0,24,0,1,14,2,0,0,0,0,0,0,23,1,1,0,2,0,0,0,0,1,1,0,0,3.708132064658602,0,-1,1,1
https://sigma58.ru,0,108,21,0,245,1,36,0,0,0,0,0,18,1,1,0,1,0,0,0,0,1,1,0,0,3.8365916681089787,0,-1,1,1
https://ad-leap.jp,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,1,1,0,0,0,1,1,0,0,3.5724312513221195,0,-1,1,1
https://preucvonline.cl,0,16,2,0,76,47,2,1,0,0,0,0,23,1,1,0,1,0,0,0,0,1,1,0,0,3.914866303883101,0,-1,1,1
https://twfgrn.cn,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,1,0,0,1,0,0,0,0,1,1,0,0,3.572469458770136,0,-1,1,0
https://bionews.com,0,46,0,0,75,54,0,0,0,0,0,0,19,1,1,0,1,0,0,0,0,1,1,0,0,3.8268748818646374,0,-1,1,1
https://vkontakte.ru/away.php?cc_key=cNQLmq&to=https%3A%2F%2Fafiles.protectionsfilesorg.ru%2Ftax%3F11,1,2,1,0,0,0,1,0,1,0,1,0,101,1,1,0,4,0,0,1,2,2,2,9,0,4.928988103481379,0,-1,1,1
https://qrco.de/bfIE5v,1,1,0,0,0,0,0,0,0,0,0,0,22,1,1,0,1,0,0,0,0,1,1,7,0,4.1523912776298655,0,-1,1,1
https://l.wl.co/l?u=https://qrco.de/bfAZzhscvascweSV,1,1,0,0,0,0,0,0,0,0,0,0,52,1,1,0,3,0,0,1,1,2,2,2,1,4.474008227548452,0,-1,0,1
https://monos.com,0,133,19,2,497,14,91,0,1,0,0,1,17,1,1,0,1,0,0,0,0,1,1,0,0,3.337175341123077,0,-1,1,1
https://landing.ohl.world/View/Link?r3vvTF+xzt/ILAnk1T1P1bTbPx0q4qJ4XuSkkrpe7/6TvzmTzv/sj/GUxJPM+qju+JczOxa1S1AqT6vC0Y3OW3DTTNBZmlvkUEBJKCUBeUyHVt1DEMuCUr8WXDC7itLX2XmJkDgMSsND9x6Z/J7q81AZTBcNCTfQIpBcigYfjsQ,1,2,0,0,4,0,0,0,0,0,0,0,207,1,1,0,2,0,0,1,0,1,1,10,7,5.807523120476739,0,-1,0,1
https://layer-grosshandel.de,0,20,4,0,220,7,13,1,0,0,0,0,28,1,1,0,1,1,0,0,0,1,1,0,0,3.967720100474499,0,-1,1,0
https://mail-101591.square.site/,1,0,0,0,1,0,0,0,0,0,0,0,32,1,1,0,2,1,0,0,0,1,1,1,11,4.155639062229566,0,-1,1,1
https://sites.google.com/view/chofoskot4/,1,6,2,0,6,0,6,1,0,0,0,4,41,1,1,0,2,0,0,0,0,1,1,17,5,3.945983639229616,0,-1,1,1
https://allegro.pl-oferta820231.icu/,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,1,0,0,2,1,0,0,0,1,1,1,7,4.384795487373133,0,-1,0,0
https://bafybeifpbirfh6jknff7q6dncvf7wisjezdkbqokdyurdujayg2tg4lnnm.ipfs.dweb.link/,1,1,0,0,3,2,0,0,0,0,0,0,83,1,1,0,3,0,0,0,0,1,1,1,64,4.783122005208874,0,-1,1,1
https://guna.com,0,5,0,0,2,1,0,0,0,0,0,0,16,1,1,0,1,0,0,0,0,1,1,0,0,3.75,0,-1,1,1
https://modov.co.uk,0,9,1,0,112,0,0,0,0,0,0,0,19,1,1,0,2,0,0,0,0,1,1,0,0,3.681880802803402,0,-1,1,0
https://telewizjada.cc,0,24,1,0,183,180,0,0,0,0,0,0,22,1,1,0,1,0,0,0,0,1,1,0,0,3.8796640049025934,0,-1,1,1
https://slooh.com,0,65,0,0,78,6,0,0,0,0,0,0,17,1,1,0,1,0,0,0,0,1,1,0,0,3.337175341123077,0,-1,1,1
https://regiscorp.com,0,36,0,0,90,0,0,0,0,0,0,0,21,1,1,0,1,0,0,0,0,1,1,0,0,3.7256507561120933,0,-1,1,1
https://q-r.to/bfI2f3,1,1,0,0,0,0,0,0,0,0,0,0,21,1,1,0,1,1,0,0,0,1,1,7,0,3.8442328987631913,0,-1,1,1
https://www.dropbox.com/scl/fi/esi0aslu9af40li56vxfw/BT.paper?rlkey=f2bfxph763ygpv7ffieexyf3v&dl=0,1,98,0,0,0,0,0,0,0,0,0,0,98,1,1,0,3,0,0,1,2,1,1,38,3,4.966515522965498,0,-1,1,1
https://mirudo.cfd/11140,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,1,0,0,1,0,0,0,0,1,1,6,0,4.022055208874201,0,-1,0,0
https://rayjanikowski7157914.activehosted.com/admin/archived_user.php,1,14,1,0,1,1,2,1,0,0,1,0,69,1,1,0,3,0,0,0,0,1,1,24,20,4.604921471823757,0,-1,1,1
https://simpleweb.vn/huypq_manhtv_na-uy_21-10-2,1,0,0,0,0,0,0,0,0,0,0,0,47,1,1,0,1,3,0,0,0,1,1,27,0,4.463435393908609,0,-1,1,1
https://iyaofa.cn,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,1,0,0,1,0,0,0,0,1,1,0,0,3.734521664779752,0,-1,1,0
